Region,SalesRep,Month,CustomerRating,ComputerSales,AirConditionerSales,FridgeSales,TelevisionSales,Profit,CustomerSegment,SalesTargetAchieved,ComputerProfit,AirConditionerProfit,FridgeProfit,TelevisionProfit,ComputerDiscount%,AirConditionerDiscount%,FridgeDiscount%,TelevisionDiscount%
South,Bob,Jan,3,21,87,60,113,196.35,Corporate,Yes,6.3,34.8,30,28.25,18,19,18,7
East,Alice,Feb,4,44,58,95,78,86.4,Residential,Yes,13.2,23.2,47.5,19.5,3,14,13,1
North,Eve,Mar,2,194,136,95,42,100.6,Corporate,Yes,58.2,54.4,47.5,10.5,23,3,7,14
North,Bob,Jan,2,150,99,85,45,198.35,Residential,Yes,45,39.6,42.5,11.25,5,14,18,3
East,Alice,Jan,2,32,13,46,44,119.8,Residential,Yes,9.6,5.2,23,11,12,3,0,7
West,Bob,Feb,4,92,57,8,91,47.15,Residential,No,27.6,22.8,4,22.75,28,10,15,10
North,Charlie,Mar,4,176,81,52,33,26.45,Residential,No,52.8,32.4,26,8.25,4,5,14,0
South,Eve,Feb,,97,64,74,60,135.7,Corporate,Yes,29.1,25.6,37,15,12,3,19,7
North,Diana,Jan,4,89,50,90,86,157.2,Residential,Yes,26.7,20,45,21.5,24,8,4,2
South,Bob,Jan,3,106,58,22,93,40.25,Residential,No,31.8,23.2,11,23.25,9,8,2,7
West,Charlie,Mar,4,149,78,16,83,48.65,Corporate,Yes,44.7,31.2,8,20.75,2,2,16,5
East,Diana,Jan,,43,116,7,83,19.55,Corporate,No,12.9,46.4,3.5,20.75,22,22,9,6
North,Diana,Mar,4,84,99,43,70,172.8,Commercial,Yes,25.2,39.6,21.5,17.5,24,4,4,1
East,Bob,Feb,1,168,27,42,109,52.45,Corporate,No,50.4,10.8,21,27.25,26,14,10,14
North,Alice,Mar,3,,31,36,83,,Residential,No,,12.4,18,20.75,12,8,5,0
South,Bob,Mar,4,199,74,82,77,86.55,Corporate,No,59.7,29.6,41,19.25,26,1,3,5
East,Charlie,Jan,4,150,113,47,26,118.2,Commercial,Yes,45,45.2,23.5,6.5,11,2,6,11
North,Diana,Jan,2,40,81,73,86,125.4,Corporate,Yes,12,32.4,36.5,21.5,3,20,18,2
South,Bob,Mar,5,139,54,82,21,14.55,Commercial,Yes,41.7,21.6,41,5.25,9,11,6,3
East,Alice,Jan,,112,128,73,100,113.3,Residential,No,33.6,51.2,36.5,25,25,15,13,12
East,Bob,Jan,2,24,23,29,2,109.4,Commercial,Yes,7.2,9.2,14.5,0.5,2,4,16,14
North,Eve,Jan,5,66,5,80,47,73.55,Residential,Yes,19.8,2,40,11.75,16,9,16,8
North,Alice,Mar,1,84,44,80,108,171.8,Residential,Yes,25.2,17.6,40,27,8,14,12,2
North,Charlie,Jan,1,43,26,46,30,138.8,Residential,Yes,12.9,10.4,23,7.5,28,13,0,1
South,Diana,Mar,AK-AK,112,999999,35,27,400141.45,Corporate,Yes,33.6,399999.6,17.5,6.75,0,13,1,1
North,Bob,Jan,1,84,44,35,71,111.05,Residential,Yes,25.2,17.6,17.5,17.75,17,22,17,1
East,Alice,Feb,5,38,42,46,20,-31.8,Commercial,Yes,11.4,16.8,23,5,8,12,3,5
East,Eve,Jan,1,25,52,22,50,137.8,Residential,Yes,7.5,20.8,11,12.5,20,15,12,1
North,Alice,Jan,2,176,79,38,95,56.15,Corporate,No,52.8,31.6,19,23.75,19,7,0,10
North,Eve,Mar,1,86,111,9,23,79.45,Residential,No,25.8,44.4,4.5,5.75,24,7,3,6
West,Charlie,Mar,2,46,12,34,13,-60.15,Commercial,No,13.8,4.8,17,3.25,8,16,1,6
East,Diana,Jan,1,90,90,69,81,74.75,Corporate,Yes,27,36,34.5,20.25,1,16,3,6
South,Charlie,Feb,4,158,72,41,4,32.7,Residential,No,47.4,28.8,20.5,1,18,2,15,13
West,Bob,Jan,1,181,79,95,14,107.9,Residential,Yes,54.3,31.6,47.5,3.5,27,0,3,12
North,Alice,Jan,5,133,141,26,20,186.3,Commercial,Yes,39.9,56.4,13,5,15,16,8,1
North,Eve,Feb,5,28,94,88,13,129.25,Corporate,Yes,8.4,37.6,44,3.25,2,23,16,6
East,Eve,Mar,1,111,134,72,3,148.65,Commercial,Yes,33.3,53.6,36,0.75,15,15,19,9
North,Alice,Jan,5,145,84,90,90,236.6,Residential,Yes,43.5,33.6,45,22.5,20,16,1,7
South,Alice,Mar,1,86,99,89,90,108.4,Corporate,No,25.8,39.6,44.5,22.5,12,24,2,7
East,Bob,Mar,2,50,74,56,82,42.1,Residential,Yes,15,29.6,28,20.5,2,1,14,13
North,Charlie,Feb,1,70,94,40,96,33.6,Commercial,Yes,21,37.6,20,24,9,24,6,1
East,Eve,Feb,2,35,63,76,78,90.2,Corporate,Yes,10.5,25.2,38,19.5,21,13,3,4
North,Bob,Mar,3,80,32,82,47,31.55,Residential,Yes,24,12.8,41,11.75,17,6,11,13
North,Charlie,Jan,4,112,76,77,3,127.25,Commercial,Yes,33.6,30.4,38.5,0.75,5,24,0,5
North,Bob,Mar,2,79,18,34,1,42.15,Commercial,Yes,23.7,7.2,17,0.25,5,18,16,8
South,Eve,Jan,4,116,28,47,90,69,Corporate,No,34.8,11.2,23.5,22.5,17,0,3,5
South,Alice,Jan,1,166,116,63,24,86.7,Residential,Yes,49.8,46.4,31.5,6,5,16,3,9
East,Alice,Feb,4,116,48,72,113,64.25,Residential,Yes,34.8,19.2,36,28.25,5,9,8,5
North,Charlie,Jan,2,112,60,90,35,24.35,Corporate,No,33.6,24,45,8.75,21,5,9,9
North,Diana,Jan,AK-AK,28,124,99,14,186,Residential,No,8.4,49.6,49.5,3.5,27,6,18,9
South,Charlie,Mar,1,77,36,55,67,35.75,Residential,No,23.1,14.4,27.5,16.75,12,24,18,14
North,Diana,Feb,1,195,29,53,13,155.85,Corporate,No,58.5,11.6,26.5,3.25,13,5,14,5
South,Bob,Jan,3,79,120,78,47,196.45,Residential,Yes,23.7,48,39,11.75,20,4,16,8
North,Bob,Jan,5,122,70,58,50,68.1,Corporate,Yes,36.6,28,29,12.5,6,1,6,9
East,Eve,Feb,1,,999999,29,78,,Residential,No,,399999.6,14.5,19.5,12,17,2,6
North,Diana,Mar,4,174,80,40,85,115.45,Residential,No,52.2,32,20,21.25,14,23,4,0
North,Eve,Feb,4,70,141,64,26,151.9,Commercial,Yes,21,56.4,32,6.5,11,16,15,0
West,Alice,Feb,5,101,42,20,3,57.85,Commercial,Yes,30.3,16.8,10,0.75,20,23,6,13
South,Diana,Jan,2,39,65,66,51,19.45,Commercial,No,11.7,26,33,12.75,26,22,15,3
North,Charlie,Jan,3,162,93,79,40,141.3,Commercial,Yes,48.6,37.2,39.5,10,0,6,8,14
North,Alice,Mar,,136,22,32,68,73.6,Corporate,Yes,40.8,8.8,16,17,27,20,0,11
West,Alice,Jan,4,124,74,51,36,52.3,Residential,Yes,37.2,29.6,25.5,9,24,18,2,1
West,Charlie,Jan,2,15,86,43,51,157.15,Residential,No,4.5,34.4,21.5,12.75,2,6,7,2
South,Alice,Feb,1,27,120,15,107,17.35,Residential,No,8.1,48,7.5,26.75,17,22,17,11
West,Diana,Jan,2,19,84,36,1,-7.45,Commercial,Yes,5.7,33.6,18,0.25,25,6,17,6
East,Eve,Mar,3,101,19,96,104,126.9,Residential,Yes,30.3,7.6,48,26,21,15,18,13
West,Alice,Feb,4,148,17,27,111,55.45,Residential,Yes,44.4,6.8,13.5,27.75,7,11,6,6
East,Diana,Mar,1,86,123,68,33,34.25,Residential,Yes,25.8,49.2,34,8.25,1,14,19,13
South,Bob,Feb,3,110,47,20,7,51.55,Residential,Yes,33,18.8,10,1.75,3,14,5,11
South,Diana,Jan,3,93,61,7,117,147.05,Residential,Yes,27.9,24.4,3.5,29.25,17,10,10,2
South,Eve,Feb,3,61,21,21,116,161.2,Commercial,Yes,18.3,8.4,10.5,29,27,1,4,12
South,Diana,Feb,4,40,36,44,52,38.4,Residential,No,12,14.4,22,13,27,2,11,1
South,Charlie,Jan,5,154,59,20,11,148.55,Corporate,No,46.2,23.6,10,2.75,24,18,0,14
East,Eve,Jan,2,192,17,34,27,77.15,Commercial,Yes,57.6,6.8,17,6.75,25,19,18,12
East,Bob,Mar,AK-AK,119,51,23,14,-21.9,Residential,Yes,35.7,20.4,11.5,3.5,12,24,10,12
South,Charlie,Mar,1,102,91,12,86,8.5,Commercial,No,30.6,36.4,6,21.5,14,14,14,0
West,Diana,Jan,1,173,66,39,80,23.8,Residential,Yes,51.9,26.4,19.5,20,1,15,15,8
North,Eve,Jan,2,163,33,51,46,15.1,Commercial,No,48.9,13.2,25.5,11.5,9,0,2,9
South,Bob,Jan,1,62,26,88,76,77,Corporate,Yes,18.6,10.4,44,19,1,14,10,2
West,Charlie,Feb,2,154,69,15,113,126.55,Commercial,No,46.2,27.6,7.5,28.25,29,11,10,8
North,Bob,Feb,1,95,33,57,110,60.7,Commercial,No,28.5,13.2,28.5,27.5,28,6,9,14
South,Diana,Feb,5,162,52,19,10,-7.6,Residential,No,48.6,20.8,9.5,2.5,20,6,1,14
South,Bob,Jan,1,11,9,11,24,-26.6,Residential,No,3.3,3.6,5.5,6,11,10,19,3
East,Alice,Mar,4,95,105,90,61,203.75,Corporate,No,28.5,42,45,15.25,4,19,4,14
North,Charlie,Jan,1,142,999999,46,110,400166.7,Residential,Yes,42.6,399999.6,23,27.5,11,10,7,9
North,Bob,Feb,,13,145,80,18,106.4,Residential,Yes,3.9,58,40,4.5,22,16,12,5
West,Diana,Feb,4,173,142,48,86,69.2,Residential,Yes,51.9,56.8,24,21.5,0,2,14,12
East,Diana,Jan,1,15,70,10,9,135.75,Commercial,No,4.5,28,5,2.25,27,15,1,6
East,Bob,Jan,4,158,76,39,17,2.55,Residential,No,47.4,30.4,19.5,4.25,1,4,11,9
East,Diana,Feb,3,127,29,21,102,112.7,Corporate,Yes,38.1,11.6,10.5,25.5,26,1,7,13
East,Eve,Feb,4,98,64,65,104,104.5,Residential,Yes,29.4,25.6,32.5,26,15,22,18,5
North,Eve,Feb,3,163,44,94,58,132,Residential,No,48.9,17.6,47,14.5,26,6,0,0
North,Eve,Jan,4,192,11,48,13,170.25,Commercial,Yes,57.6,4.4,24,3.25,21,9,7,5
South,Alice,Feb,4,176,50,96,50,187.3,Residential,Yes,52.8,20,48,12.5,1,4,9,10
South,Bob,Feb,3,,90,73,101,,Commercial,No,,36,36.5,25.25,15,14,12,13
East,Alice,Mar,1,23,145,28,6,148.4,Residential,Yes,6.9,58,14,1.5,19,11,4,5
East,Diana,Jan,5,65,25,48,85,137.75,Residential,Yes,19.5,10,24,21.25,25,9,8,4
East,Alice,Mar,2,90,5,48,51,11.75,Residential,Yes,27,2,24,12.75,15,21,9,2
South,Diana,Mar,3,158,127,77,36,87.7,Corporate,Yes,47.4,50.8,38.5,9,5,16,13,9
West,Diana,Feb,AK-AK,55,129,16,71,57.85,Commercial,Yes,16.5,51.6,8,17.75,12,19,10,2
West,Charlie,Jan,3,153,37,87,100,78.2,Commercial,Yes,45.9,14.8,43.5,25,11,19,13,10
South,Eve,Feb,,25,8,65,25,-50.55,Residential,Yes,7.5,3.2,32.5,6.25,22,10,2,9
South,Diana,Jan,2,129,7,74,11,180.25,Commercial,Yes,38.7,2.8,37,2.75,9,7,15,12
South,Charlie,Mar,2,93,95,5,44,163.4,Residential,Yes,27.9,38,2.5,11,4,14,19,6
South,Eve,Jan,4,166,56,30,14,133.7,Corporate,Yes,49.8,22.4,15,3.5,7,1,16,7
South,Diana,Feb,5,17,32,31,109,81.65,Commercial,No,5.1,12.8,15.5,27.25,5,16,4,13
South,Diana,Feb,3,97,74,89,29,37.45,Commercial,Yes,29.1,29.6,44.5,7.25,4,22,6,2
East,Alice,Feb,2,140,61,20,74,79.9,Residential,No,42,24.4,10,18.5,19,5,16,2
East,Alice,Jan,,28,112,37,50,65.2,Commercial,No,8.4,44.8,18.5,12.5,21,20,19,6
East,Eve,Mar,4,106,148,79,112,79.5,Residential,Yes,31.8,59.2,39.5,28,5,12,10,9
East,Diana,Mar,1,75,28,78,5,13.95,Corporate,No,22.5,11.2,39,1.25,21,7,11,11
South,Bob,Jan,1,88,81,49,72,76.3,Residential,Yes,26.4,32.4,24.5,18,16,10,1,6
West,Alice,Feb,3,95,80,7,110,137.5,Residential,No,28.5,32,3.5,27.5,5,14,18,10
North,Eve,Mar,2,133,73,77,69,112.85,Residential,Yes,39.9,29.2,38.5,17.25,16,12,4,8
South,Diana,Feb,2,159,999999,61,88,400176.8,Residential,No,47.7,399999.6,30.5,22,4,17,10,13
North,Diana,Jan,5,55,96,77,104,77.4,Residential,Yes,16.5,38.4,38.5,26,22,17,18,5
West,Bob,Feb,1,122,96,61,57,87.75,Corporate,No,36.6,38.4,30.5,14.25,16,24,6,14
East,Eve,Mar,4,100,34,49,26,135.6,Commercial,Yes,30,13.6,24.5,6.5,28,16,5,12
West,Diana,Mar,2,150,22,97,6,169.8,Corporate,No,45,8.8,48.5,1.5,16,21,10,6
South,Alice,Feb,4,42,48,97,16,106.3,Corporate,Yes,12.6,19.2,48.5,4,28,12,13,10
East,Bob,Jan,4,142,103,15,60,79.3,Residential,No,42.6,41.2,7.5,15,12,2,3,9
South,Eve,Feb,1,86,125,80,100,46.8,Commercial,Yes,25.8,50,40,25,21,20,7,0
East,Bob,Jan,3,164,119,91,12,145.3,Residential,Yes,49.2,47.6,45.5,3,6,23,8,6
North,Alice,Feb,1,130,64,35,75,110.85,Corporate,No,39,25.6,17.5,18.75,21,6,1,1
North,Eve,Mar,AK-AK,137,60,99,3,194.35,Residential,No,41.1,24,49.5,0.75,20,11,10,6
North,Bob,Jan,5,87,35,64,63,174.85,Residential,Yes,26.1,14,32,15.75,5,3,19,2
West,Charlie,Jan,3,161,105,81,108,108.8,Residential,No,48.3,42,40.5,27,28,23,6,8
South,Alice,Jan,3,76,63,18,64,-4,Residential,No,22.8,25.2,9,16,13,10,3,12
West,Alice,Mar,2,124,128,46,62,51.9,Residential,No,37.2,51.2,23,15.5,15,13,13,4
North,Alice,Feb,4,72,134,60,101,154.45,Residential,Yes,21.6,53.6,30,25.25,2,17,0,6
South,Charlie,Mar,2,122,101,8,6,71.5,Commercial,Yes,36.6,40.4,4,1.5,8,6,11,7
North,Charlie,Jan,2,103,111,91,19,146.55,Corporate,No,30.9,44.4,45.5,4.75,14,4,18,12
West,Diana,Feb,3,57,22,17,18,-52.1,Residential,Yes,17.1,8.8,8.5,4.5,20,15,4,11
West,Bob,Mar,1,21,149,6,80,4.9,Residential,Yes,6.3,59.6,3,20,17,10,7,1
West,Diana,Jan,4,,75,58,87,,Corporate,Yes,,30,29,21.75,29,21,10,10
North,Bob,Jan,1,181,110,66,43,153.05,Residential,Yes,54.3,44,33,10.75,29,2,3,0
South,Charlie,Mar,4,180,58,70,101,63.45,Corporate,No,54,23.2,35,25.25,27,15,14,6
South,Charlie,Mar,1,154,98,96,73,121.65,Residential,No,46.2,39.2,48,18.25,9,10,19,14
North,Diana,Mar,2,49,80,36,3,140.45,Commercial,Yes,14.7,32,18,0.75,9,9,11,5
South,Eve,Jan,4,186,39,93,72,152.9,Commercial,Yes,55.8,15.6,46.5,18,22,22,19,5
North,Diana,Mar,,94,15,97,38,0.2,Commercial,Yes,28.2,6,48.5,9.5,2,22,9,1
South,Bob,Jan,4,66,65,58,68,76.8,Corporate,Yes,19.8,26,29,17,0,1,15,2
East,Diana,Mar,2,96,48,34,76,6,Residential,Yes,28.8,19.2,17,19,2,15,7,3
East,Alice,Jan,1,93,125,11,44,192.4,Residential,No,27.9,50,5.5,11,24,16,19,2
West,Bob,Jan,5,194,999999,65,95,400086.05,Commercial,No,58.2,399999.6,32.5,23.75,4,9,7,1
East,Bob,Feb,3,130,29,74,89,35.85,Corporate,Yes,39,11.6,37,22.25,6,17,5,2
East,Eve,Mar,1,83,88,80,117,121.35,Residential,No,24.9,35.2,40,29.25,2,11,2,13
East,Charlie,Mar,5,116,118,35,80,99.5,Corporate,Yes,34.8,47.2,17.5,20,3,7,7,5
North,Bob,Jan,5,133,136,89,63,137.55,Residential,No,39.9,54.4,44.5,15.75,16,2,9,8
East,Charlie,Jan,AK-AK,109,5,23,42,154.7,Residential,Yes,32.7,2,11.5,10.5,2,19,4,3
East,Diana,Jan,,52,135,57,64,56.1,Commercial,No,15.6,54,28.5,16,22,23,10,5
West,Alice,Feb,5,128,90,78,54,32.9,Residential,Yes,38.4,36,39,13.5,3,2,3,0
East,Eve,Feb,1,32,66,59,78,76,Commercial,Yes,9.6,26.4,29.5,19.5,1,5,16,11
East,Charlie,Jan,1,164,68,4,77,79.65,Residential,Yes,49.2,27.2,2,19.25,13,1,2,5
South,Bob,Mar,3,195,149,15,105,241.85,Residential,Yes,58.5,59.6,7.5,26.25,4,2,17,11
West,Charlie,Mar,3,46,130,6,71,69.55,Commercial,Yes,13.8,52,3,17.75,20,16,7,2
West,Bob,Feb,3,143,109,86,76,91.5,Commercial,Yes,42.9,43.6,43,19,1,8,11,8
West,Charlie,Feb,2,74,66,52,37,149.85,Residential,Yes,22.2,26.4,26,9.25,14,3,15,3
West,Bob,Jan,3,143,39,50,114,51,Residential,No,42.9,15.6,25,28.5,10,21,13,6
West,Diana,Mar,3,187,17,80,4,137.9,Residential,Yes,56.1,6.8,40,1,21,22,15,3
West,Bob,Jan,1,31,47,32,2,141.6,Residential,No,9.3,18.8,16,0.5,9,1,3,10
North,Bob,Feb,2,114,134,31,99,52.05,Corporate,Yes,34.2,53.6,15.5,24.75,19,23,0,5
East,Alice,Mar,3,97,115,10,44,49.1,Corporate,No,29.1,46,5,11,29,8,0,13
West,Bob,Mar,4,162,132,14,67,165.15,Residential,No,48.6,52.8,7,16.75,0,13,14,6
East,Alice,Feb,1,134,55,43,68,102.7,Residential,Yes,40.2,22,21.5,17,18,10,19,1
East,Eve,Jan,3,88,148,28,102,110.1,Corporate,No,26.4,59.2,14,25.5,13,1,19,9
North,Alice,Jan,4,99,139,52,76,141.3,Commercial,Yes,29.7,55.6,26,19,24,20,2,5
West,Diana,Mar,3,60,49,4,83,45.35,Commercial,No,18,19.6,2,20.75,25,1,13,7
South,Alice,Feb,1,185,46,57,74,117.9,Commercial,Yes,55.5,18.4,28.5,18.5,22,4,8,14
North,Eve,Mar,3,111,139,58,62,94.4,Residential,Yes,33.3,55.6,29,15.5,28,6,18,12
South,Diana,Feb,2,115,19,16,1,-42.65,Residential,Yes,34.5,7.6,8,0.25,21,21,7,12
East,Charlie,Jan,,69,64,8,17,66.55,Corporate,Yes,20.7,25.6,4,4.25,13,3,1,14
East,Charlie,Feb,1,55,44,97,16,158.6,Commercial,Yes,16.5,17.6,48.5,4,0,13,3,11
North,Alice,Jan,4,45,116,83,9,148.65,Residential,No,13.5,46.4,41.5,2.25,24,1,0,5
North,Alice,Feb,AK-AK,,999999,91,53,,Residential,Yes,,399999.6,45.5,13.25,28,22,10,1
South,Eve,Mar,3,175,109,63,73,104.85,Residential,Yes,52.5,43.6,31.5,18.25,8,11,4,3
West,Eve,Jan,3,20,111,98,59,119.15,Commercial,Yes,6,44.4,49,14.75,16,9,1,0
South,Bob,Mar,2,21,126,14,119,-5.55,Residential,Yes,6.3,50.4,7,29.75,13,24,12,14
North,Eve,Mar,3,179,84,15,9,190.05,Residential,Yes,53.7,33.6,7.5,2.25,12,0,16,6
South,Bob,Jan,1,48,129,21,12,69.5,Corporate,No,14.4,51.6,10.5,3,12,18,16,7
North,Diana,Jan,2,148,138,46,119,65.35,Residential,Yes,44.4,55.2,23,29.75,5,22,17,9
South,Alice,Mar,4,45,36,91,41,30.65,Residential,Yes,13.5,14.4,45.5,10.25,6,15,8,1
North,Diana,Mar,2,61,112,97,15,117.35,Residential,Yes,18.3,44.8,48.5,3.75,1,14,5,9
North,Eve,Mar,5,40,118,61,66,61.2,Residential,Yes,12,47.2,30.5,16.5,25,13,19,14
North,Diana,Mar,4,42,72,39,75,-9.35,Residential,No,12.6,28.8,19.5,18.75,7,8,2,4
West,Diana,Jan,3,150,131,27,11,67.65,Corporate,Yes,45,52.4,13.5,2.75,23,20,7,10
South,Diana,Jan,1,155,139,18,8,168.1,Corporate,Yes,46.5,55.6,9,2,5,22,2,7
South,Eve,Mar,3,178,118,40,55,143.35,Residential,Yes,53.4,47.2,20,13.75,24,14,0,10
South,Diana,Feb,4,67,12,45,96,-25.6,Residential,Yes,20.1,4.8,22.5,24,2,6,19,7
North,Bob,Feb,2,193,68,89,6,66.1,Commercial,Yes,57.9,27.2,44.5,1.5,17,3,12,14
South,Eve,Jan,5,161,139,16,53,202.15,Residential,Yes,48.3,55.6,8,13.25,17,20,4,4
South,Diana,Mar,2,137,45,8,20,98.1,Residential,No,41.1,18,4,5,21,17,15,7
North,Eve,Mar,5,40,44,91,39,-15.15,Corporate,Yes,12,17.6,45.5,9.75,22,7,15,13
East,Charlie,Jan,1,64,7,25,99,-24.75,Residential,Yes,19.2,2.8,12.5,24.75,5,11,11,5
North,Bob,Feb,5,19,149,62,72,212.3,Residential,Yes,5.7,59.6,31,18,10,14,12,14
South,Diana,Feb,3,197,114,14,114,101.2,Residential,Yes,59.1,45.6,7,28.5,2,14,3,14
North,Charlie,Feb,2,139,118,15,113,71.65,Residential,Yes,41.7,47.2,7.5,28.25,15,16,8,4
East,Charlie,Jan,2,24,116,8,107,45.35,Residential,No,7.2,46.4,4,26.75,4,1,15,12
North,Eve,Feb,3,12,8,65,34,15.8,Residential,No,3.6,3.2,32.5,8.5,23,11,0,13
South,Charlie,Jan,AK-AK,52,138,40,57,151.05,Residential,Yes,15.6,55.2,20,14.25,21,2,4,10
East,Bob,Jan,2,168,30,52,117,119.65,Commercial,Yes,50.4,12,26,29.25,1,6,4,3
West,Bob,Mar,1,76,143,54,19,120.75,Residential,Yes,22.8,57.2,27,4.75,14,5,18,4
South,Alice,Feb,3,65,21,42,71,127.65,Residential,Yes,19.5,8.4,21,17.75,15,13,8,11
East,Bob,Jan,3,72,96,10,31,148.75,Commercial,No,21.6,38.4,5,7.75,6,22,7,3
East,Charlie,Feb,3,24,999999,63,82,400132.8,Corporate,No,7.2,399999.6,31.5,20.5,15,4,18,0
West,Bob,Feb,4,118,148,10,40,99.6,Residential,No,35.4,59.2,5,10,23,3,17,2
North,Eve,Mar,2,125,111,99,14,147.9,Residential,Yes,37.5,44.4,49.5,3.5,3,14,14,7
North,Alice,Feb,,101,115,36,103,197.05,Residential,Yes,30.3,46,18,25.75,27,6,3,6
South,Charlie,Mar,3,147,105,81,117,143.85,Commercial,No,44.1,42,40.5,29.25,15,2,14,11
West,Alice,Jan,1,175,116,62,100,207.9,Residential,No,52.5,46.4,31,25,16,12,12,14
North,Charlie,Feb,4,56,66,59,81,47.95,Residential,No,16.8,26.4,29.5,20.25,1,9,17,6
West,Eve,Jan,4,66,116,48,37,76.45,Residential,Yes,19.8,46.4,24,9.25,15,22,19,10
North,Alice,Feb,2,59,120,24,44,1.7,Residential,Yes,17.7,48,12,11,3,1,4,2
East,Diana,Jan,4,80,39,89,9,10.35,Residential,Yes,24,15.6,44.5,2.25,6,11,17,8
North,Charlie,Feb,2,,32,42,58,,Residential,Yes,,12.8,21,14.5,17,23,7,14
West,Diana,Feb,3,155,107,47,20,48.8,Corporate,Yes,46.5,42.8,23.5,5,5,21,0,5
East,Alice,Feb,5,91,129,57,109,115.65,Commercial,No,27.3,51.6,28.5,27.25,17,11,18,7
East,Diana,Feb,1,125,106,53,92,106.4,Residential,Yes,37.5,42.4,26.5,23,27,18,16,7
East,Diana,Feb,2,114,141,88,50,239.1,Residential,Yes,34.2,56.4,44,12.5,6,18,1,2
West,Alice,Feb,5,97,147,7,20,101.4,Residential,No,29.1,58.8,3.5,5,1,20,18,3
South,Eve,Feb,,11,25,97,105,176.05,Residential,Yes,3.3,10,48.5,26.25,18,2,15,13
South,Diana,Feb,3,113,56,15,36,-8.2,Corporate,No,33.9,22.4,7.5,9,8,5,17,5
South,Diana,Feb,3,93,101,30,117,85.55,Corporate,Yes,27.9,40.4,15,29.25,28,1,1,1
West,Eve,Jan,3,52,55,86,27,-3.65,Residential,Yes,15.6,22,43,6.75,3,23,5,11
East,Diana,Mar,AK-AK,163,87,99,72,173.2,Residential,No,48.9,34.8,49.5,18,13,12,6,11
South,Diana,Feb,5,80,59,82,32,29.6,Residential,No,24,23.6,41,8,4,8,5,10
West,Diana,Mar,1,175,81,64,1,205.15,Commercial,Yes,52.5,32.4,32,0.25,24,12,5,11
South,Bob,Feb,3,103,131,95,17,189.05,Commercial,No,30.9,52.4,47.5,4.25,6,22,8,6
North,Eve,Feb,3,51,97,89,9,39.85,Corporate,Yes,15.3,38.8,44.5,2.25,7,13,7,1
South,Diana,Jan,4,142,92,26,84,205.4,Commercial,Yes,42.6,36.8,13,21,14,18,8,10
South,Eve,Jan,4,148,84,9,45,119.75,Residential,Yes,44.4,33.6,4.5,11.25,26,10,11,4
East,Charlie,Mar,4,74,96,40,96,36.6,Commercial,Yes,22.2,38.4,20,24,18,13,17,11
West,Charlie,Jan,,43,51,39,66,164.3,Commercial,No,12.9,20.4,19.5,16.5,26,15,5,3
East,Diana,Jan,1,129,42,70,32,68.5,Commercial,No,38.7,16.8,35,8,10,9,3,8
East,Eve,Mar,2,10,999999,44,45,400071.85,Residential,No,3,399999.6,22,11.25,19,19,6,12
East,Eve,Jan,3,139,19,88,9,138.55,Commercial,No,41.7,7.6,44,2.25,22,15,17,12
East,Eve,Feb,2,157,5,7,30,92.1,Commercial,Yes,47.1,2,3.5,7.5,3,1,19,14
East,Bob,Mar,1,70,139,66,84,127.6,Commercial,No,21,55.6,33,21,17,24,4,1
South,Charlie,Mar,1,158,5,52,38,107.9,Commercial,No,47.4,2,26,9.5,13,15,17,6
East,Eve,Feb,4,97,53,89,60,159.8,Commercial,No,29.1,21.2,44.5,15,25,13,9,12
East,Eve,Jan,5,77,100,17,1,13.85,Commercial,No,23.1,40,8.5,0.25,5,20,7,6
West,Bob,Mar,3,136,30,97,5,115.55,Commercial,No,40.8,12,48.5,1.25,24,17,0,6
North,Bob,Mar,3,149,91,75,63,122.35,Commercial,Yes,44.7,36.4,37.5,15.75,15,5,14,0
South,Eve,Feb,2,31,97,55,99,184.35,Residential,No,9.3,38.8,27.5,24.75,17,6,2,7
South,Alice,Feb,4,157,106,27,36,190,Residential,No,47.1,42.4,13.5,9,0,12,14,1
South,Eve,Jan,4,91,75,91,65,31.05,Residential,No,27.3,30,45.5,16.25,7,1,13,14
East,Eve,Mar,3,138,144,87,78,189,Commercial,Yes,41.4,57.6,43.5,19.5,0,14,0,14
East,Bob,Jan,2,39,99,11,73,126.05,Commercial,Yes,11.7,39.6,5.5,18.25,0,16,7,4
East,Bob,Jan,1,135,122,40,94,170.8,Corporate,No,40.5,48.8,20,23.5,18,12,6,1
West,Eve,Feb,AK-AK,106,123,24,24,50,Residential,Yes,31.8,49.2,12,6,20,6,8,12
North,Eve,Mar,3,33,55,89,4,-6.6,Residential,No,9.9,22,44.5,1,28,0,17,4
East,Eve,Mar,5,23,85,51,114,158.9,Residential,Yes,6.9,34,25.5,28.5,27,2,11,6
North,Bob,Mar,5,45,40,70,78,-4,Residential,Yes,13.5,16,35,19.5,24,19,7,5
West,Eve,Feb,3,33,71,95,89,197.05,Commercial,Yes,9.9,28.4,47.5,22.25,26,17,7,12
South,Eve,Feb,4,,133,17,68,,Residential,Yes,,53.2,8.5,17,9,6,5,14
East,Diana,Feb,,104,118,67,25,114.15,Commercial,Yes,31.2,47.2,33.5,6.25,17,20,2,11
North,Alice,Feb,2,64,115,56,74,116.7,Commercial,Yes,19.2,46,28,18.5,11,16,1,4
